station,elevation,date,T2M_MIN,T2M_MAX,T2M_RANGE,RH2M,WS2M,PS,PRECTOTCORR,frost
Crucero,4130,2000-10-03,-1.42,11.66,13.09,64.9,2.33,60.08,0.309,1
Crucero,4130,2000-10-04,-0.02,9.32,9.34,65.5,4.01,61.58,0.138,1
Crucero,4130,2000-10-05,3.15,13.31,10.16,56.1,2.66,61.21,0.088,0
Crucero,4130,2000-10-06,0.04,3.9,3.86,57.0,3.05,62.2,0.142,0
Crucero,4130,2000-10-07,-1.21,6.44,7.65,86.3,3.43,60.77,0.049,1
Crucero,4130,2000-10-08,2.41,8.98,6.57,54.0,2.36,61.14,0.028,0
Crucero,4130,2000-10-09,2.78,11.24,8.45,51.4,3.39,59.98,0.29,0
Crucero,4130,2000-10-10,4.81,14.0,9.19,40.9,2.15,59.46,0.001,0
Crucero,4130,2000-10-11,1.72,10.13,8.42,70.4,5.37,61.53,0.004,0
Crucero,4130,2000-10-12,3.81,10.17,6.36,60.5,7.16,60.09,0.539,0
Crucero,4130,2000-10-13,2.37,12.22,9.85,74.4,3.19,59.96,0.017,0
Crucero,4130,2000-10-14,1.51,10.15,8.64,65.2,3.02,60.57,0.894,0
Crucero,4130,2000-10-15,6.73,12.21,5.48,76.0,2.83,60.19,0.0,0
Crucero,4130,2000-10-16,4.22,15.19,10.97,60.4,5.37,60.45,0.009,0
Crucero,4130,2000-10-17,1.21,10.39,9.18,68.2,4.67,59.12,0.093,0
Crucero,4130,2000-10-18,4.36,12.24,7.88,45.1,0.0,60.02,0.0,0
Crucero,4130,2000-10-19,2.58,10.07,7.5,79.9,5.86,59.13,0.013,0
Crucero,4130,2000-10-20,6.73,16.0,9.27,70.2,3.28,60.72,0.033,0
Crucero,4130,2000-10-21,4.94,9.89,4.95,80.4,7.05,58.33,0.083,0
Crucero,4130,2000-10-22,5.87,13.16,7.3,57.2,4.19,60.65,0.026,0
Crucero,4130,2000-10-23,4.39,15.28,10.89,53.8,0.1,60.58,0.0,0
Crucero,4130,2000-10-24,4.59,13.7,9.11,59.0,2.65,62.32,0.266,0
Crucero,4130,2000-10-25,3.62,11.46,7.84,57.8,5.74,62.13,0.0,0
Crucero,4130,2000-10-26,4.99,7.39,2.4,95.0,3.25,60.69,0.0,0
Crucero,4130,2000-10-27,5.72,12.84,7.12,55.3,1.66,59.5,0.011,0
Crucero,4130,2000-10-28,8.88,14.2,5.31,63.0,3.78,60.19,0.0,0
Crucero,4130,2000-10-29,5.91,14.23,8.32,65.1,8.66,61.11,0.302,0
Crucero,4130,2000-10-30,4.68,12.0,7.32,64.4,5.14,61.69,0.203,0
Crucero,4130,2000-10-31,5.18,12.43,7.25,55.9,6.08,60.39,0.122,0
Crucero,4130,2000-11-01,6.95,13.91,6.96,60.5,2.83,61.12,0.059,0
Crucero,4130,2000-11-02,5.29,14.02,8.74,95.0,3.42,61.16,0.052,0
Crucero,4130,2000-11-03,4.96,10.47,5.51,69.3,0.45,61.01,0.058,0
Crucero,4130,2000-11-04,7.28,12.16,4.88,38.2,5.83,61.04,0.157,0
Crucero,4130,2000-11-05,2.83,9.74,6.91,83.7,6.04,59.94,0.012,0
Crucero,4130,2000-11-06,2.11,14.65,12.54,88.9,4.74,61.52,0.0,0
Crucero,4130,2000-11-07,5.73,14.87,9.14,57.9,4.1,61.65,0.058,0
Crucero,4130,2000-11-08,5.19,13.65,8.46,76.2,1.48,61.87,0.004,0
Crucero,4130,2000-11-09,8.52,16.47,7.95,95.0,3.57,61.21,0.06,0
Crucero,4130,2000-11-10,11.56,18.3,6.74,61.8,0.0,61.22,0.002,0
Crucero,4130,2000-11-11,9.2,14.1,4.89,95.0,5.23,60.27,0.002,0
Crucero,4130,2000-11-12,2.41,8.68,6.27,95.0,2.62,60.99,0.002,0
Crucero,4130,2000-11-13,8.4,9.98,1.59,65.2,5.59,60.14,0.036,0
Crucero,4130,2000-11-14,4.73,12.41,7.67,54.5,3.78,59.62,0.008,0
Crucero,4130,2000-11-15,7.61,14.91,7.29,71.1,1.49,60.41,0.028,0
Crucero,4130,2000-11-16,5.2,11.6,6.4,79.4,3.67,58.94,0.002,0
Crucero,4130,2000-11-17,6.75,15.73,8.98,69.4,2.18,60.8,0.276,0
Crucero,4130,2000-11-18,4.59,17.52,12.93,82.6,2.64,59.05,0.003,0
Crucero,4130,2000-11-19,8.43,14.09,5.66,37.6,6.71,62.01,0.047,0
Crucero,4130,2000-11-20,8.22,14.99,6.77,65.3,0.0,59.91,0.023,0
Crucero,4130,2000-11-21,7.13,14.06,6.93,76.3,0.82,61.03,0.126,0
Crucero,4130,2000-11-22,4.4,19.19,14.8,69.2,7.02,61.93,0.013,0
Crucero,4130,2000-11-23,8.42,21.01,12.59,73.1,5.49,61.18,0.072,0
Crucero,4130,2000-11-24,8.72,20.01,11.29,88.7,1.97,60.01,0.002,0
Crucero,4130,2000-11-25,5.25,8.24,3.0,53.3,1.51,60.99,0.031,0
Crucero,4130,2000-11-26,8.52,16.38,7.86,80.0,3.66,60.47,0.165,0
Crucero,4130,2000-11-27,8.09,14.47,6.38,58.8,1.68,61.47,0.0,0
Crucero,4130,2000-11-28,8.15,18.26,10.11,63.4,3.29,60.63,0.024,0
Crucero,4130,2000-11-29,3.41,14.37,10.96,66.2,7.25,60.36,0.053,0
Crucero,4130,2000-11-30,8.99,16.43,7.44,80.5,3.11,61.6,0.001,0
Crucero,4130,2000-12-01,9.74,16.41,6.67,43.5,2.01,60.79,0.001,0
Crucero,4130,2000-12-02,5.94,11.19,5.25,75.9,6.45,61.21,0.018,0
Crucero,4130,2000-12-03,5.67,17.16,11.5,36.3,4.76,59.75,0.004,0
Crucero,4130,2000-12-04,7.56,14.75,7.19,71.8,6.73,61.03,0.001,0
Crucero,4130,2000-12-05,9.17,16.59,7.43,51.3,6.02,61.46,0.025,0
Crucero,4130,2000-12-06,7.45,16.46,9.0,39.0,4.01,59.52,0.032,0
Crucero,4130,2000-12-07,6.09,15.0,8.91,71.8,3.88,61.19,0.0,0
Crucero,4130,2000-12-08,5.58,13.29,7.71,51.6,3.68,59.7,0.027,0
Crucero,4130,2000-12-09,1.9,10.68,8.77,52.8,5.0,61.33,0.014,0
Crucero,4130,2000-12-10,11.31,21.17,9.85,75.7,4.35,61.79,0.022,0
Crucero,4130,2000-12-11,6.04,17.49,11.45,60.1,5.4,61.55,0.008,0
Crucero,4130,2000-12-12,0.49,10.76,10.28,72.6,5.96,59.15,0.0,0
Crucero,4130,2000-12-13,7.18,18.99,11.81,95.0,6.55,60.98,0.003,0
Crucero,4130,2000-12-14,8.26,16.01,7.75,43.4,3.29,59.32,0.001,0
Crucero,4130,2000-12-15,8.92,15.57,6.65,51.0,1.98,61.31,0.004,0
Crucero,4130,2000-12-16,9.09,16.59,7.5,81.8,1.54,61.67,0.0,0
Crucero,4130,2000-12-17,11.05,19.38,8.33,76.7,2.25,61.65,0.004,0
Crucero,4130,2000-12-18,8.59,20.56,11.97,48.7,2.73,59.79,0.0,0
Crucero,4130,2000-12-19,5.11,11.46,6.35,57.8,3.43,61.51,0.0,0
Crucero,4130,2000-12-20,6.84,15.31,8.47,67.2,2.08,62.31,0.0,0
Crucero,4130,2000-12-21,10.9,21.68,10.78,88.7,3.86,61.21,0.0,0
Crucero,4130,2000-12-22,8.19,15.42,7.22,62.0,8.17,60.63,0.0,0
Crucero,4130,2000-12-23,11.14,21.05,9.91,65.5,1.34,59.93,0.0,0
Crucero,4130,2000-12-24,8.38,19.26,10.88,46.1,4.25,59.83,0.0,0
Crucero,4130,2000-12-25,9.42,17.44,8.02,57.3,1.7,59.68,0.001,0
Crucero,4130,2000-12-26,5.98,21.15,15.17,87.5,4.53,61.28,0.0,0
Crucero,4130,2000-12-27,12.0,17.27,5.27,63.1,6.02,61.94,0.0,0
Crucero,4130,2000-12-28,6.36,17.41,11.05,74.9,7.69,60.18,0.0,0
Crucero,4130,2000-12-29,9.69,18.24,8.55,73.6,6.87,60.14,0.0,0
Crucero,4130,2000-12-30,5.01,12.39,7.38,75.0,2.26,61.85,0.0,0
Crucero,4130,2000-12-31,9.0,17.22,8.22,56.6,3.04,59.53,0.001,0
Crucero,4130,2001-01-01,7.22,20.51,13.3,82.8,3.26,61.72,0.001,0
Crucero,4130,2001-01-02,8.28,17.1,8.83,95.0,3.44,61.73,0.0,0
Crucero,4130,2001-01-03,3.99,9.09,5.1,69.8,1.93,59.5,0.0,0
Crucero,4130,2001-01-04,9.41,17.63,8.22,57.9,4.67,60.48,0.02,0
Crucero,4130,2001-01-05,7.98,16.29,8.31,71.2,5.11,59.67,0.007,0
Crucero,4130,2001-01-06,9.08,18.34,9.26,83.5,2.07,59.89,0.005,0
Crucero,4130,2001-01-07,3.78,14.48,10.7,50.2,2.45,60.68,0.03,0
Crucero,4130,2001-01-08,13.01,23.61,10.6,61.8,5.05,60.44,0.0,0
Crucero,4130,2001-01-09,9.47,17.34,7.87,75.9,5.46,60.2,0.001,0
Crucero,4130,2001-01-10,8.98,23.19,14.2,84.1,5.1,61.62,0.001,0
Crucero,4130,2001-01-11,4.81,15.39,10.58,59.0,2.94,60.46,0.043,0
Crucero,4130,2001-01-12,6.26,18.22,11.96,84.5,11.28,62.48,0.021,0
Crucero,4130,2001-01-13,7.14,15.37,8.24,72.3,5.62,59.15,0.009,0
Crucero,4130,2001-01-14,9.96,21.04,11.08,52.0,3.2,60.67,0.0,0
Crucero,4130,2001-01-15,11.8,21.58,9.78,81.3,1.04,59.87,0.0,0
Crucero,4130,2001-01-16,9.78,15.04,5.26,57.9,6.81,60.57,0.014,0
Crucero,4130,2001-01-17,8.71,19.11,10.4,59.1,0.83,60.77,0.025,0
Crucero,4130,2001-01-18,7.02,17.13,10.1,73.6,7.23,63.41,0.066,0
Crucero,4130,2001-01-19,7.59,16.56,8.96,77.1,5.46,62.84,0.0,0
Crucero,4130,2001-01-20,5.29,19.04,13.74,71.0,5.25,60.21,0.035,0
Crucero,4130,2001-01-21,6.18,16.43,10.25,74.3,3.68,60.78,0.0,0
Crucero,4130,2001-01-22,8.04,14.93,6.89,72.1,1.61,60.52,0.0,0
Crucero,4130,2001-01-23,6.53,21.89,15.36,74.4,5.56,61.75,0.003,0
Crucero,4130,2001-01-24,8.35,14.77,6.42,63.2,3.67,58.72,0.0,0
Crucero,4130,2001-01-25,6.4,18.82,12.42,71.3,6.01,60.8,0.002,0
Crucero,4130,2001-01-26,4.42,19.45,15.03,70.8,3.08,59.78,0.09,0
Crucero,4130,2001-01-27,9.76,18.54,8.78,67.8,2.72,58.63,0.0,0
Crucero,4130,2001-01-28,7.29,17.82,10.53,65.4,2.78,60.4,0.177,0
Crucero,4130,2001-01-29,3.5,10.94,7.44,54.6,1.57,60.1,0.159,0
Crucero,4130,2001-01-30,6.76,17.5,10.74,52.9,2.27,60.15,0.217,0
Crucero,4130,2001-01-31,6.42,21.03,14.61,85.7,3.12,60.47,0.017,0
Crucero,4130,2001-02-01,1.33,14.83,13.5,58.9,2.21,64.13,0.218,0
Crucero,4130,2001-02-02,4.3,14.01,9.71,53.9,3.28,60.54,0.074,0
Crucero,4130,2001-02-03,7.9,17.48,9.58,68.1,5.94,60.17,0.0,0
Crucero,4130,2001-02-04,4.48,16.38,11.91,65.5,6.73,61.06,0.005,0
Crucero,4130,2001-02-05,6.23,18.35,12.13,77.5,3.83,59.8,0.016,0
Crucero,4130,2001-02-06,4.42,16.28,11.86,61.9,1.98,59.47,0.015,0
Crucero,4130,2001-02-07,4.56,12.18,7.62,81.6,1.6,60.96,0.038,0
Crucero,4130,2001-02-08,4.12,11.92,7.79,61.9,1.14,59.4,0.001,0
Crucero,4130,2001-02-09,9.35,18.5,9.15,86.0,6.11,60.18,0.049,0
Crucero,4130,2001-02-10,3.1,11.08,7.98,71.2,1.94,59.57,0.0,0
Crucero,4130,2001-02-11,3.0,15.36,12.37,78.1,3.71,61.5,0.0,0
Crucero,4130,2001-02-12,4.85,13.63,8.78,84.3,5.21,60.65,0.001,0
Crucero,4130,2001-02-13,6.82,22.83,16.01,53.7,4.01,62.33,0.128,0
Crucero,4130,2001-02-14,5.07,17.46,12.38,95.0,4.52,59.79,0.267,0
Crucero,4130,2001-02-15,7.8,21.56,13.76,77.2,4.75,62.07,0.287,0
Crucero,4130,2001-02-16,5.25,14.93,9.68,78.5,0.0,59.99,0.232,0
Crucero,4130,2001-02-17,4.3,16.63,12.33,65.7,1.0,62.4,0.01,0
Crucero,4130,2001-02-18,6.34,21.28,14.94,82.1,3.56,59.58,0.026,0
Crucero,4130,2001-02-19,3.65,17.66,14.01,91.7,1.92,62.68,0.218,0
Crucero,4130,2001-02-20,3.63,15.74,12.12,83.5,5.21,61.82,1.02,0
Crucero,4130,2001-02-21,-3.25,8.73,11.98,95.0,0.0,60.23,0.511,1
Crucero,4130,2001-02-22,7.61,21.51,13.9,83.9,4.21,60.89,0.092,0
Crucero,4130,2001-02-23,2.8,12.43,9.63,71.8,6.64,60.58,0.298,0
Crucero,4130,2001-02-24,2.94,11.93,8.99,66.2,2.88,61.34,0.066,0
Crucero,4130,2001-02-25,2.72,12.92,10.2,65.2,0.37,59.42,0.606,0
Crucero,4130,2001-02-26,4.32,10.15,5.83,61.5,6.69,60.5,0.001,0
Crucero,4130,2001-02-27,5.2,18.98,13.78,62.6,4.09,60.26,0.241,0
Crucero,4130,2001-02-28,3.52,13.67,10.15,79.3,2.3,60.1,0.05,0
Crucero,4130,2001-03-01,-0.71,11.45,12.17,95.0,3.23,62.03,0.727,1
Crucero,4130,2001-03-02,2.93,19.01,16.09,60.8,4.72,61.06,0.144,0
Crucero,4130,2001-03-03,5.59,17.12,11.52,61.2,1.41,60.62,0.602,0
Crucero,4130,2001-03-04,-0.41,8.59,9.0,89.3,5.28,62.19,0.553,1
Crucero,4130,2001-03-05,4.6,20.93,16.33,84.8,7.94,60.78,0.135,0
Crucero,4130,2001-03-06,7.13,26.46,19.33,72.6,4.22,60.73,0.006,0
Crucero,4130,2001-03-07,4.97,14.46,9.49,82.4,0.25,59.78,0.309,0
Crucero,4130,2001-03-08,3.71,13.92,10.21,51.8,3.37,61.37,0.391,0
Crucero,4130,2001-03-09,0.06,12.65,12.59,68.4,4.0,61.49,0.225,0
Crucero,4130,2001-03-10,1.52,10.3,8.77,95.0,5.49,60.37,0.672,0
Crucero,4130,2001-03-11,-1.05,9.0,10.05,60.6,2.47,59.38,0.065,1
Crucero,4130,2001-03-12,6.38,19.03,12.66,72.9,1.96,59.84,0.181,0
Crucero,4130,2001-03-13,1.3,8.71,7.41,67.9,2.35,61.02,0.022,0
Crucero,4130,2001-03-14,5.19,21.18,15.99,54.3,4.77,59.95,0.034,0
Crucero,4130,2001-03-15,-0.87,12.39,13.26,45.7,2.23,60.64,0.787,1
Crucero,4130,2001-03-16,0.95,11.77,10.82,80.8,4.75,59.15,2.659,0
Crucero,4130,2001-03-17,1.83,12.82,10.99,92.7,2.2,61.4,0.051,0
Crucero,4130,2001-03-18,3.66,18.28,14.62,88.5,6.06,61.96,0.193,0
Crucero,4130,2001-03-19,6.54,17.22,10.68,86.6,6.05,58.5,0.004,0
Crucero,4130,2001-03-20,1.73,11.93,10.2,66.3,1.16,58.85,0.077,0
Crucero,4130,2001-03-21,2.7,12.73,10.03,95.0,3.07,59.23,0.05,0
Crucero,4130,2001-03-22,0.87,10.82,9.94,67.9,3.51,60.18,0.0,0
Crucero,4130,2001-03-23,0.49,12.27,11.78,95.0,4.0,61.04,0.1,0
Crucero,4130,2001-03-24,1.7,13.1,11.4,95.0,1.44,61.43,0.032,0
Crucero,4130,2001-03-25,3.85,20.57,16.73,90.3,6.63,60.44,0.562,0
Crucero,4130,2001-03-26,3.58,16.2,12.62,62.8,1.64,60.49,0.238,0
Crucero,4130,2001-03-27,3.52,20.4,16.88,81.8,7.32,59.53,0.004,0
Crucero,4130,2001-03-28,1.46,14.66,13.21,82.9,6.23,61.29,0.246,0
Crucero,4130,2001-03-29,2.08,15.88,13.8,74.7,4.35,59.61,0.894,0
Crucero,4130,2001-03-30,0.6,13.68,13.08,73.3,3.96,59.83,0.038,0
Crucero,4130,2001-03-31,2.27,11.7,9.44,63.6,3.71,62.43,0.001,0
Crucero,4130,2001-04-01,7.3,23.2,15.89,56.2,6.37,57.95,0.12,0
Crucero,4130,2001-04-02,-0.64,12.06,12.71,71.0,5.52,59.35,0.017,1
Crucero,4130,2001-04-03,0.85,10.7,9.85,72.7,4.06,60.79,3.216,0
Crucero,4130,2001-04-04,0.16,8.31,8.15,81.3,6.32,61.75,0.523,0
Crucero,4130,2001-04-05,4.52,19.39,14.87,74.6,2.25,59.17,0.695,0
Crucero,4130,2001-04-06,-2.01,10.28,12.3,66.0,1.56,62.36,0.012,1
Crucero,4130,2001-04-07,-2.55,8.76,11.31,88.3,1.23,60.06,3.795,1
Crucero,4130,2001-04-08,2.4,16.1,13.7,71.3,1.76,61.28,2.104,0
Crucero,4130,2001-04-09,0.01,8.77,8.76,72.7,1.91,61.03,0.236,0
Crucero,4130,2001-04-10,0.41,11.2,10.79,43.9,4.14,58.45,1.352,0
Crucero,4130,2001-04-11,-1.18,10.85,12.03,95.0,2.95,60.78,0.156,1
Crucero,4130,2001-04-12,-0.9,16.7,17.6,51.3,0.6,61.55,3.529,1
Crucero,4130,2001-04-13,-3.68,9.98,13.66,67.4,4.9,59.52,0.062,1
Crucero,4130,2001-04-14,1.35,12.14,10.79,50.5,1.36,60.48,0.73,0
Crucero,4130,2001-04-15,-1.18,14.19,15.37,81.9,3.66,60.36,1.007,1
Crucero,4130,2001-04-16,2.07,10.48,8.41,64.2,1.9,59.51,2.491,0
Crucero,4130,2001-04-17,1.27,16.26,14.99,65.8,8.24,62.47,2.028,0
Crucero,4130,2001-04-18,1.02,12.57,11.55,86.6,2.48,60.02,0.776,0
Crucero,4130,2001-04-19,-2.76,8.36,11.12,84.7,4.46,60.81,0.134,1
Crucero,4130,2001-04-20,-3.57,12.17,15.74,75.5,4.86,61.0,0.21,1
Crucero,4130,2001-04-21,-0.43,14.32,14.75,63.7,1.93,60.14,1.377,1
Crucero,4130,2001-04-22,-4.75,9.45,14.19,87.0,1.25,60.12,0.003,1
Crucero,4130,2001-04-23,-2.88,9.17,12.05,89.1,3.45,61.92,1.42,1
Crucero,4130,2001-04-24,0.74,12.46,11.73,63.3,2.17,61.48,0.0,0
Crucero,4130,2001-04-25,-1.3,5.96,7.26,77.4,5.19,62.18,3.018,1
Crucero,4130,2001-04-26,2.32,8.91,6.59,79.2,4.95,60.68,1.238,0
Crucero,4130,2001-04-27,-4.38,8.93,13.31,83.2,6.77,60.17,0.435,1
Crucero,4130,2001-04-28,1.29,14.47,13.18,63.5,6.01,62.2,0.076,0
Crucero,4130,2001-04-29,-1.43,12.17,13.6,81.4,6.28,60.13,0.014,1
Crucero,4130,2001-04-30,-2.24,11.6,13.84,67.6,2.6,61.05,0.609,1
Crucero,4130,2001-05-01,-1.03,13.41,14.45,64.3,4.5,60.86,0.212,1
Crucero,4130,2001-05-02,1.03,11.37,10.34,68.0,6.16,59.3,0.104,0
Crucero,4130,2001-05-03,-2.51,10.53,13.04,66.5,2.39,61.53,0.229,1
Crucero,4130,2001-05-04,-0.07,9.19,9.26,60.0,4.2,59.66,0.021,1
Crucero,4130,2001-05-05,-5.87,5.76,11.62,85.8,6.38,61.69,0.089,1
Crucero,4130,2001-05-06,-3.1,11.81,14.91,82.8,2.29,61.09,0.23,1
Crucero,4130,2001-05-07,-5.91,7.32,13.24,76.6,1.69,61.16,2.941,1
Crucero,4130,2001-05-08,-4.45,6.65,11.1,67.6,1.38,61.17,0.312,1
Crucero,4130,2001-05-09,-7.19,7.58,14.77,95.0,4.72,59.34,0.122,1
Crucero,4130,2001-05-10,-4.37,6.67,11.05,95.0,4.33,62.38,0.072,1
Crucero,4130,2001-05-11,-1.44,6.75,8.19,49.8,3.27,63.23,0.641,1
Crucero,4130,2001-05-12,-2.41,10.14,12.55,68.0,1.19,61.2,1.358,1
Crucero,4130,2001-05-13,-5.36,6.69,12.05,54.0,3.1,61.36,1.869,1
Crucero,4130,2001-05-14,-4.58,6.5,11.08,75.7,2.52,61.66,0.913,1
Crucero,4130,2001-05-15,-3.38,12.42,15.79,58.6,8.4,60.13,0.951,1
Crucero,4130,2001-05-16,-5.22,4.15,9.37,65.9,7.43,60.77,0.008,1
Crucero,4130,2001-05-17,-1.57,11.45,13.02,78.5,5.73,60.56,2.371,1
Crucero,4130,2001-05-18,1.88,13.35,11.46,64.5,2.0,62.01,0.054,0
Crucero,4130,2001-05-19,-6.24,6.39,12.62,85.0,3.03,60.79,0.008,1
Crucero,4130,2001-05-20,-4.57,7.27,11.84,80.2,6.05,62.12,0.777,1
Crucero,4130,2001-05-21,-4.75,6.91,11.66,68.5,0.68,61.03,0.661,1
Crucero,4130,2001-05-22,-0.37,4.93,5.3,78.6,2.04,61.31,0.205,1
Crucero,4130,2001-05-23,-1.92,8.14,10.05,87.0,7.16,60.81,0.276,1
Crucero,4130,2001-05-24,-2.74,7.19,9.93,58.0,0.12,61.31,0.237,1
Crucero,4130,2001-05-25,-7.85,4.22,12.07,95.0,2.62,60.86,0.01,1
Crucero,4130,2001-05-26,-5.34,8.5,13.84,83.5,3.45,60.73,0.003,1
Crucero,4130,2001-05-27,-2.19,4.94,7.13,83.8,5.5,60.14,0.015,1
Crucero,4130,2001-05-28,-6.56,3.48,10.04,63.0,3.54,59.5,0.09,1
Crucero,4130,2001-05-29,-5.65,7.24,12.88,50.4,9.46,60.24,0.356,1
Crucero,4130,2001-05-30,0.32,10.36,10.04,44.7,4.08,60.86,0.0,0
Crucero,4130,2001-05-31,0.83,11.18,10.35,60.0,7.13,60.31,0.034,0
Crucero,4130,2001-06-01,-5.62,9.77,15.39,79.8,4.73,61.49,0.205,1
Crucero,4130,2001-06-02,1.46,11.86,10.4,40.7,5.51,60.36,0.01,0
Crucero,4130,2001-06-03,-1.22,10.53,11.75,76.4,4.33,60.54,0.083,1
Crucero,4130,2001-06-04,-3.28,5.57,8.84,59.8,3.22,60.06,0.001,1
Crucero,4130,2001-06-05,-6.09,5.41,11.5,86.0,5.17,58.85,1.439,1
Crucero,4130,2001-06-06,-6.75,-0.22,6.53,80.8,6.43,61.41,0.0,1
Crucero,4130,2001-06-07,-5.34,8.81,14.16,48.9,1.09,60.47,0.082,1
Crucero,4130,2001-06-08,-2.33,6.0,8.33,76.0,3.19,59.98,0.299,1
Crucero,4130,2001-06-09,-2.48,5.49,7.97,85.5,3.67,60.19,0.079,1
Crucero,4130,2001-06-10,-3.66,10.97,14.63,78.2,4.7,59.29,0.07,1
Crucero,4130,2001-06-11,-5.68,0.9,6.59,79.1,3.21,61.0,0.304,1
Crucero,4130,2001-06-12,-2.12,10.04,12.16,82.1,3.1,58.0,0.678,1
Crucero,4130,2001-06-13,-6.15,9.58,15.73,95.0,0.0,60.24,0.125,1
Crucero,4130,2001-06-14,-2.79,6.67,9.46,86.0,9.46,59.26,0.426,1
Crucero,4130,2001-06-15,-5.5,5.05,10.55,43.2,5.5,59.83,0.001,1
Crucero,4130,2001-06-16,-2.16,10.25,12.42,77.6,3.63,60.87,0.0,1
Crucero,4130,2001-06-17,-4.91,6.16,11.06,81.5,3.9,59.99,7.778,1
Crucero,4130,2001-06-18,1.54,8.31,6.77,95.0,3.19,60.06,0.224,0
Crucero,4130,2001-06-19,-1.27,8.84,10.1,39.2,3.73,60.45,0.09,1
Crucero,4130,2001-06-20,-2.29,3.57,5.86,70.9,2.44,60.73,0.127,1
Crucero,4130,2001-06-21,-4.16,6.84,11.0,64.1,5.76,59.32,0.0,1
Crucero,4130,2001-06-22,-1.81,8.07,9.88,93.2,1.87,62.17,1.322,1
Crucero,4130,2001-06-23,-11.05,3.11,14.17,61.4,4.37,60.49,2.957,1
Crucero,4130,2001-06-24,-5.51,1.86,7.37,61.7,4.75,61.04,0.405,1
Crucero,4130,2001-06-25,-4.29,11.23,15.52,71.5,0.0,59.61,0.988,1
Crucero,4130,2001-06-26,-3.01,11.3,14.3,57.8,4.89,60.87,0.364,1
Crucero,4130,2001-06-27,-2.47,4.86,7.32,57.5,2.3,59.35,2.598,1
Crucero,4130,2001-06-28,-1.55,8.03,9.58,64.2,2.74,60.62,0.005,1
Crucero,4130,2001-06-29,-5.51,5.65,11.15,68.2,4.69,60.73,2.121,1
Crucero,4130,2001-06-30,-5.19,10.64,15.83,88.7,5.61,58.49,0.305,1
Crucero,4130,2001-07-01,-1.99,3.92,5.9,77.0,5.54,60.07,0.114,1
Crucero,4130,2001-07-02,-4.46,7.52,11.98,91.5,1.46,59.91,0.43,1
Crucero,4130,2001-07-03,-5.33,-0.57,4.76,80.6,5.04,60.36,0.017,1
Crucero,4130,2001-07-04,-8.62,-0.65,7.97,65.8,6.49,59.71,0.01,1
Crucero,4130,2001-07-05,-1.05,6.76,7.81,66.3,0.0,60.45,0.001,1
Crucero,4130,2001-07-06,-6.44,1.59,8.03,72.5,5.03,60.92,0.009,1
Crucero,4130,2001-07-07,-5.11,2.1,7.21,68.6,3.17,63.59,0.0,1
Crucero,4130,2001-07-08,-5.08,7.2,12.28,95.0,2.35,62.37,0.353,1
Crucero,4130,2001-07-09,-3.0,7.92,10.93,72.3,1.42,60.89,0.015,1
Crucero,4130,2001-07-10,1.43,13.09,11.66,83.6,1.68,62.08,1.475,0
Crucero,4130,2001-07-11,-4.84,3.26,8.09,74.3,5.37,61.48,0.995,1
Crucero,4130,2001-07-12,-10.15,2.05,12.19,57.7,5.79,59.52,0.003,1
Crucero,4130,2001-07-13,-5.29,6.45,11.73,69.6,3.27,59.34,0.913,1
Crucero,4130,2001-07-14,-0.41,9.82,10.23,52.4,4.81,61.28,0.652,1
Crucero,4130,2001-07-15,-1.54,13.56,15.09,75.8,1.85,59.93,0.0,1
Crucero,4130,2001-07-16,-1.7,8.52,10.22,75.3,4.94,60.45,0.83,1
Crucero,4130,2001-07-17,-2.49,9.47,11.96,53.1,6.06,60.16,0.0,1
Crucero,4130,2001-07-18,-2.76,3.56,6.31,79.4,5.01,59.65,0.026,1
Crucero,4130,2001-07-19,-1.76,10.0,11.75,64.3,2.55,59.26,0.022,1
Crucero,4130,2001-07-20,-2.53,-0.55,1.98,94.1,1.67,61.45,1.633,1
Crucero,4130,2001-07-21,-3.8,5.37,9.17,80.9,3.88,59.43,0.043,1
Crucero,4130,2001-07-22,3.08,12.03,8.95,66.6,4.92,61.53,0.105,0
Crucero,4130,2001-07-23,-4.25,4.21,8.46,73.9,3.28,59.97,0.021,1
Crucero,4130,2001-07-24,-9.06,-0.6,8.47,92.7,3.6,60.03,0.393,1
Crucero,4130,2001-07-25,-3.78,2.82,6.6,77.8,2.87,59.51,0.002,1
Crucero,4130,2001-07-26,2.47,9.88,7.42,42.5,2.64,60.29,5.404,0
Crucero,4130,2001-07-27,3.31,15.76,12.45,70.7,5.57,59.9,0.228,0
Crucero,4130,2001-07-28,-0.08,6.67,6.76,56.8,2.6,59.64,0.67,1
Crucero,4130,2001-07-29,-1.68,9.3,10.99,76.4,2.49,59.18,1.14,1
Crucero,4130,2001-07-30,-4.38,8.58,12.96,79.3,4.13,59.5,0.001,1
Crucero,4130,2001-07-31,-6.67,4.69,11.36,61.0,3.53,59.57,0.002,1
Crucero,4130,2001-08-01,-3.98,1.26,5.24,60.3,2.9,61.36,0.322,1
Crucero,4130,2001-08-02,-3.95,5.19,9.14,82.9,6.4,61.37,1.746,1
Crucero,4130,2001-08-03,-3.92,1.64,5.56,76.9,6.13,59.34,0.019,1
Crucero,4130,2001-08-04,-2.85,7.68,10.53,61.6,2.48,61.14,0.063,1
Crucero,4130,2001-08-05,-4.53,-0.01,4.52,65.7,2.15,60.35,0.397,1
